Case ID,Parent Requirement ID,Document Source,Domain,Case Description,Expected Behavior,Implementation Evidence,Status
Spec v4.5::FTR-003,AUD-V45-RATE-001,Spec v4.5,v4.5,Explicit specification requirement case FTR-003 extracted from Spec v4.5,System must enforce contract rules specified under FTR-003,src/core/autogram_core/,PARTIAL
Spec v4.5::FTR-004,AUD-V45-RATE-001,Spec v4.5,v4.5,Explicit specification requirement case FTR-004 extracted from Spec v4.5,System must enforce contract rules specified under FTR-004,src/core/autogram_core/,PARTIAL
Spec v4.5::FTR-005,AUD-V45-RATE-001,Spec v4.5,v4.5,Explicit specification requirement case FTR-005 extracted from Spec v4.5,System must enforce contract rules specified under FTR-005,src/core/autogram_core/,PARTIAL
Spec v4.5::FTR-006,AUD-V45-RATE-001,Spec v4.5,v4.5,Explicit specification requirement case FTR-006 extracted from Spec v4.5,System must enforce contract rules specified under FTR-006,src/core/autogram_core/,PARTIAL
Spec v4.5::FTR-007,AUD-V45-RATE-001,Spec v4.5,v4.5,Explicit specification requirement case FTR-007 extracted from Spec v4.5,System must enforce contract rules specified under FTR-007,src/core/autogram_core/,PARTIAL
Spec v4.5::FTR-008,AUD-V45-RATE-001,Spec v4.5,v4.5,Explicit specification requirement case FTR-008 extracted from Spec v4.5,System must enforce contract rules specified under FTR-008,src/core/autogram_core/,PARTIAL
Spec v4.5::FTR-009,AUD-V45-RATE-001,Spec v4.5,v4.5,Explicit specification requirement case FTR-009 extracted from Spec v4.5,System must enforce contract rules specified under FTR-009,src/core/autogram_core/,PARTIAL
Spec v4.5::FTR-010,AUD-V45-RATE-001,Spec v4.5,v4.5,Explicit specification requirement case FTR-010 extracted from Spec v4.5,System must enforce contract rules specified under FTR-010,src/core/autogram_core/,PARTIAL
Spec v4.5::FTR-011,AUD-V45-RATE-001,Spec v4.5,v4.5,Explicit specification requirement case FTR-011 extracted from Spec v4.5,System must enforce contract rules specified under FTR-011,src/core/autogram_core/,PARTIAL
Spec v4.5::FTR-012,AUD-V45-RATE-001,Spec v4.5,v4.5,Explicit specification requirement case FTR-012 extracted from Spec v4.5,System must enforce contract rules specified under FTR-012,src/core/autogram_core/,PARTIAL
Spec v4.5::FTR-013,AUD-V45-RATE-001,Spec v4.5,v4.5,Explicit specification requirement case FTR-013 extracted from Spec v4.5,System must enforce contract rules specified under FTR-013,src/core/autogram_core/,PARTIAL
Spec v4.5::FTR-014,AUD-V45-RATE-001,Spec v4.5,v4.5,Explicit specification requirement case FTR-014 extracted from Spec v4.5,System must enforce contract rules specified under FTR-014,src/core/autogram_core/,PARTIAL
Spec v4.5::DUP-001,AUD-V45-RATE-001,Spec v4.5,v4.5,Explicit specification requirement case DUP-001 extracted from Spec v4.5,System must enforce contract rules specified under DUP-001,src/core/autogram_core/,PARTIAL
Spec v4.5::DUP-002,AUD-V45-RATE-001,Spec v4.5,v4.5,Explicit specification requirement case DUP-002 extracted from Spec v4.5,System must enforce contract rules specified under DUP-002,src/core/autogram_core/,PARTIAL
Spec v4.5::DUP-003,AUD-V45-RATE-001,Spec v4.5,v4.5,Explicit specification requirement case DUP-003 extracted from Spec v4.5,System must enforce contract rules specified under DUP-003,src/core/autogram_core/,PARTIAL
Spec v4.5::DUP-004,AUD-V45-RATE-001,Spec v4.5,v4.5,Explicit specification requirement case DUP-004 extracted from Spec v4.5,System must enforce contract rules specified under DUP-004,src/core/autogram_core/,PARTIAL
Spec v4.5::DUP-005,AUD-V45-RATE-001,Spec v4.5,v4.5,Explicit specification requirement case DUP-005 extracted from Spec v4.5,System must enforce contract rules specified under DUP-005,src/core/autogram_core/,PARTIAL
Spec v4.5::DUP-006,AUD-V45-RATE-001,Spec v4.5,v4.5,Explicit specification requirement case DUP-006 extracted from Spec v4.5,System must enforce contract rules specified under DUP-006,src/core/autogram_core/,PARTIAL
Spec v4.5::DUP-007,AUD-V45-RATE-001,Spec v4.5,v4.5,Explicit specification requirement case DUP-007 extracted from Spec v4.5,System must enforce contract rules specified under DUP-007,src/core/autogram_core/,PARTIAL
Spec v4.5::DUP-008,AUD-V45-RATE-001,Spec v4.5,v4.5,Explicit specification requirement case DUP-008 extracted from Spec v4.5,System must enforce contract rules specified under DUP-008,src/core/autogram_core/,PARTIAL
Spec v4.5::DUP-009,AUD-V45-RATE-001,Spec v4.5,v4.5,Explicit specification requirement case DUP-009 extracted from Spec v4.5,System must enforce contract rules specified under DUP-009,src/core/autogram_core/,PARTIAL
Spec v4.5::DUP-010,AUD-V45-RATE-001,Spec v4.5,v4.5,Explicit specification requirement case DUP-010 extracted from Spec v4.5,System must enforce contract rules specified under DUP-010,src/core/autogram_core/,PARTIAL
Spec v4.5::DUP-011,AUD-V45-RATE-001,Spec v4.5,v4.5,Explicit specification requirement case DUP-011 extracted from Spec v4.5,System must enforce contract rules specified under DUP-011,src/core/autogram_core/,PARTIAL
Spec v4.5::DUP-012,AUD-V45-RATE-001,Spec v4.5,v4.5,Explicit specification requirement case DUP-012 extracted from Spec v4.5,System must enforce contract rules specified under DUP-012,src/core/autogram_core/,PARTIAL
Spec v4.5::DNL-001,AUD-V45-RATE-001,Spec v4.5,v4.5,Explicit specification requirement case DNL-001 extracted from Spec v4.5,System must enforce contract rules specified under DNL-001,src/core/autogram_core/,PARTIAL
Spec v4.5::DNL-002,AUD-V45-RATE-001,Spec v4.5,v4.5,Explicit specification requirement case DNL-002 extracted from Spec v4.5,System must enforce contract rules specified under DNL-002,src/core/autogram_core/,PARTIAL
Spec v4.5::DNL-003,AUD-V45-RATE-001,Spec v4.5,v4.5,Explicit specification requirement case DNL-003 extracted from Spec v4.5,System must enforce contract rules specified under DNL-003,src/core/autogram_core/,PARTIAL
Spec v4.5::DNL-004,AUD-V45-RATE-001,Spec v4.5,v4.5,Explicit specification requirement case DNL-004 extracted from Spec v4.5,System must enforce contract rules specified under DNL-004,src/core/autogram_core/,PARTIAL
Spec v4.5::DNL-005,AUD-V45-RATE-001,Spec v4.5,v4.5,Explicit specification requirement case DNL-005 extracted from Spec v4.5,System must enforce contract rules specified under DNL-005,src/core/autogram_core/,PARTIAL
Spec v4.5::DNL-006,AUD-V45-RATE-001,Spec v4.5,v4.5,Explicit specification requirement case DNL-006 extracted from Spec v4.5,System must enforce contract rules specified under DNL-006,src/core/autogram_core/,PARTIAL
Spec v4.5::DNL-007,AUD-V45-RATE-001,Spec v4.5,v4.5,Explicit specification requirement case DNL-007 extracted from Spec v4.5,System must enforce contract rules specified under DNL-007,src/core/autogram_core/,PARTIAL
Spec v4.5::DNL-008,AUD-V45-RATE-001,Spec v4.5,v4.5,Explicit specification requirement case DNL-008 extracted from Spec v4.5,System must enforce contract rules specified under DNL-008,src/core/autogram_core/,PARTIAL
Spec v4.5::DNL-009,AUD-V45-RATE-001,Spec v4.5,v4.5,Explicit specification requirement case DNL-009 extracted from Spec v4.5,System must enforce contract rules specified under DNL-009,src/core/autogram_core/,PARTIAL
Spec v4.5::DNL-010,AUD-V45-RATE-001,Spec v4.5,v4.5,Explicit specification requirement case DNL-010 extracted from Spec v4.5,System must enforce contract rules specified under DNL-010,src/core/autogram_core/,PARTIAL
Spec v4.5::DNL-011,AUD-V45-RATE-001,Spec v4.5,v4.5,Explicit specification requirement case DNL-011 extracted from Spec v4.5,System must enforce contract rules specified under DNL-011,src/core/autogram_core/,PARTIAL
Spec v4.5::DNL-012,AUD-V45-RATE-001,Spec v4.5,v4.5,Explicit specification requirement case DNL-012 extracted from Spec v4.5,System must enforce contract rules specified under DNL-012,src/core/autogram_core/,PARTIAL
Spec v4.5::DNL-013,AUD-V45-RATE-001,Spec v4.5,v4.5,Explicit specification requirement case DNL-013 extracted from Spec v4.5,System must enforce contract rules specified under DNL-013,src/core/autogram_core/,PARTIAL
Spec v4.5::DNL-014,AUD-V45-RATE-001,Spec v4.5,v4.5,Explicit specification requirement case DNL-014 extracted from Spec v4.5,System must enforce contract rules specified under DNL-014,src/core/autogram_core/,PARTIAL
Spec v4.5::DNL-015,AUD-V45-RATE-001,Spec v4.5,v4.5,Explicit specification requirement case DNL-015 extracted from Spec v4.5,System must enforce contract rules specified under DNL-015,src/core/autogram_core/,PARTIAL
Spec v4.5::DNL-016,AUD-V45-RATE-001,Spec v4.5,v4.5,Explicit specification requirement case DNL-016 extracted from Spec v4.5,System must enforce contract rules specified under DNL-016,src/core/autogram_core/,PARTIAL
Spec v4.5::DNL-017,AUD-V45-RATE-001,Spec v4.5,v4.5,Explicit specification requirement case DNL-017 extracted from Spec v4.5,System must enforce contract rules specified under DNL-017,src/core/autogram_core/,PARTIAL
Spec v4.5::DNL-018,AUD-V45-RATE-001,Spec v4.5,v4.5,Explicit specification requirement case DNL-018 extracted from Spec v4.5,System must enforce contract rules specified under DNL-018,src/core/autogram_core/,PARTIAL
Spec v4.5::DNL-019,AUD-V45-RATE-001,Spec v4.5,v4.5,Explicit specification requirement case DNL-019 extracted from Spec v4.5,System must enforce contract rules specified under DNL-019,src/core/autogram_core/,PARTIAL
Spec v4.5::DNL-020,AUD-V45-RATE-001,Spec v4.5,v4.5,Explicit specification requirement case DNL-020 extracted from Spec v4.5,System must enforce contract rules specified under DNL-020,src/core/autogram_core/,PARTIAL
Spec v4.5::COM-001,AUD-V45-RATE-001,Spec v4.5,v4.5,Explicit specification requirement case COM-001 extracted from Spec v4.5,System must enforce contract rules specified under COM-001,src/core/autogram_core/,PARTIAL
Spec v4.5::COM-002,AUD-V45-RATE-001,Spec v4.5,v4.5,Explicit specification requirement case COM-002 extracted from Spec v4.5,System must enforce contract rules specified under COM-002,src/core/autogram_core/,PARTIAL
Spec v4.5::COM-003,AUD-V45-RATE-001,Spec v4.5,v4.5,Explicit specification requirement case COM-003 extracted from Spec v4.5,System must enforce contract rules specified under COM-003,src/core/autogram_core/,PARTIAL
Spec v4.5::COM-004,AUD-V45-RATE-001,Spec v4.5,v4.5,Explicit specification requirement case COM-004 extracted from Spec v4.5,System must enforce contract rules specified under COM-004,src/core/autogram_core/,PARTIAL
Spec v4.5::COM-005,AUD-V45-RATE-001,Spec v4.5,v4.5,Explicit specification requirement case COM-005 extracted from Spec v4.5,System must enforce contract rules specified under COM-005,src/core/autogram_core/,PARTIAL
Spec v4.5::COM-006,AUD-V45-RATE-001,Spec v4.5,v4.5,Explicit specification requirement case COM-006 extracted from Spec v4.5,System must enforce contract rules specified under COM-006,src/core/autogram_core/,PARTIAL
Spec v4.5::COM-007,AUD-V45-RATE-001,Spec v4.5,v4.5,Explicit specification requirement case COM-007 extracted from Spec v4.5,System must enforce contract rules specified under COM-007,src/core/autogram_core/,PARTIAL
Spec v4.5::COM-008,AUD-V45-RATE-001,Spec v4.5,v4.5,Explicit specification requirement case COM-008 extracted from Spec v4.5,System must enforce contract rules specified under COM-008,src/core/autogram_core/,PARTIAL
Spec v4.5::COM-009,AUD-V45-RATE-001,Spec v4.5,v4.5,Explicit specification requirement case COM-009 extracted from Spec v4.5,System must enforce contract rules specified under COM-009,src/core/autogram_core/,PARTIAL
Spec v4.5::COM-010,AUD-V45-RATE-001,Spec v4.5,v4.5,Explicit specification requirement case COM-010 extracted from Spec v4.5,System must enforce contract rules specified under COM-010,src/core/autogram_core/,PARTIAL
Spec v4.5::COM-011,AUD-V45-RATE-001,Spec v4.5,v4.5,Explicit specification requirement case COM-011 extracted from Spec v4.5,System must enforce contract rules specified under COM-011,src/core/autogram_core/,PARTIAL
Spec v4.5::COM-012,AUD-V45-RATE-001,Spec v4.5,v4.5,Explicit specification requirement case COM-012 extracted from Spec v4.5,System must enforce contract rules specified under COM-012,src/core/autogram_core/,PARTIAL
Spec v4.5::COM-013,AUD-V45-RATE-001,Spec v4.5,v4.5,Explicit specification requirement case COM-013 extracted from Spec v4.5,System must enforce contract rules specified under COM-013,src/core/autogram_core/,PARTIAL
Spec v4.5::COM-014,AUD-V45-RATE-001,Spec v4.5,v4.5,Explicit specification requirement case COM-014 extracted from Spec v4.5,System must enforce contract rules specified under COM-014,src/core/autogram_core/,PARTIAL
Spec v4.5::COM-015,AUD-V45-RATE-001,Spec v4.5,v4.5,Explicit specification requirement case COM-015 extracted from Spec v4.5,System must enforce contract rules specified under COM-015,src/core/autogram_core/,PARTIAL
Spec v4.5::COM-016,AUD-V45-RATE-001,Spec v4.5,v4.5,Explicit specification requirement case COM-016 extracted from Spec v4.5,System must enforce contract rules specified under COM-016,src/core/autogram_core/,PARTIAL
Spec v4.5::COM-017,AUD-V45-RATE-001,Spec v4.5,v4.5,Explicit specification requirement case COM-017 extracted from Spec v4.5,System must enforce contract rules specified under COM-017,src/core/autogram_core/,PARTIAL
Spec v4.5::COM-018,AUD-V45-RATE-001,Spec v4.5,v4.5,Explicit specification requirement case COM-018 extracted from Spec v4.5,System must enforce contract rules specified under COM-018,src/core/autogram_core/,PARTIAL
Spec v4.5::COM-019,AUD-V45-RATE-001,Spec v4.5,v4.5,Explicit specification requirement case COM-019 extracted from Spec v4.5,System must enforce contract rules specified under COM-019,src/core/autogram_core/,PARTIAL
Spec v4.5::COM-020,AUD-V45-RATE-001,Spec v4.5,v4.5,Explicit specification requirement case COM-020 extracted from Spec v4.5,System must enforce contract rules specified under COM-020,src/core/autogram_core/,PARTIAL
Spec v4.6::ALB-001,AUD-V46-ALB-001,Spec v4.6,v4.6,Explicit specification requirement case ALB-001 extracted from Spec v4.6,System must enforce contract rules specified under ALB-001,src/core/autogram_core/,PARTIAL
Spec v4.6::ALB-002,AUD-V46-ALB-001,Spec v4.6,v4.6,Explicit specification requirement case ALB-002 extracted from Spec v4.6,System must enforce contract rules specified under ALB-002,src/core/autogram_core/,PARTIAL
Spec v4.6::ALB-003,AUD-V46-ALB-001,Spec v4.6,v4.6,Explicit specification requirement case ALB-003 extracted from Spec v4.6,System must enforce contract rules specified under ALB-003,src/core/autogram_core/,PARTIAL
Spec v4.6::ALB-004,AUD-V46-ALB-001,Spec v4.6,v4.6,Explicit specification requirement case ALB-004 extracted from Spec v4.6,System must enforce contract rules specified under ALB-004,src/core/autogram_core/,PARTIAL
Spec v4.6::ALB-005,AUD-V46-ALB-001,Spec v4.6,v4.6,Explicit specification requirement case ALB-005 extracted from Spec v4.6,System must enforce contract rules specified under ALB-005,src/core/autogram_core/,PARTIAL
Spec v4.6::MOD-001,AUD-V46-ALB-001,Spec v4.6,v4.6,Explicit specification requirement case MOD-001 extracted from Spec v4.6,System must enforce contract rules specified under MOD-001,src/core/autogram_core/,PARTIAL
Spec v4.6::MOD-002,AUD-V46-ALB-001,Spec v4.6,v4.6,Explicit specification requirement case MOD-002 extracted from Spec v4.6,System must enforce contract rules specified under MOD-002,src/core/autogram_core/,PARTIAL
Spec v4.6::MOD-003,AUD-V46-ALB-001,Spec v4.6,v4.6,Explicit specification requirement case MOD-003 extracted from Spec v4.6,System must enforce contract rules specified under MOD-003,src/core/autogram_core/,PARTIAL
Spec v4.6::MOD-004,AUD-V46-ALB-001,Spec v4.6,v4.6,Explicit specification requirement case MOD-004 extracted from Spec v4.6,System must enforce contract rules specified under MOD-004,src/core/autogram_core/,PARTIAL
Spec v4.6::MOD-005,AUD-V46-ALB-001,Spec v4.6,v4.6,Explicit specification requirement case MOD-005 extracted from Spec v4.6,System must enforce contract rules specified under MOD-005,src/core/autogram_core/,PARTIAL
Spec v4.6::MOD-006,AUD-V46-ALB-001,Spec v4.6,v4.6,Explicit specification requirement case MOD-006 extracted from Spec v4.6,System must enforce contract rules specified under MOD-006,src/core/autogram_core/,PARTIAL
Spec v4.6::MOD-007,AUD-V46-ALB-001,Spec v4.6,v4.6,Explicit specification requirement case MOD-007 extracted from Spec v4.6,System must enforce contract rules specified under MOD-007,src/core/autogram_core/,PARTIAL
Spec v4.6::REC-001,AUD-V46-ALB-001,Spec v4.6,v4.6,Explicit specification requirement case REC-001 extracted from Spec v4.6,System must enforce contract rules specified under REC-001,src/core/autogram_core/,PARTIAL
Spec v4.6::REC-002,AUD-V46-ALB-001,Spec v4.6,v4.6,Explicit specification requirement case REC-002 extracted from Spec v4.6,System must enforce contract rules specified under REC-002,src/core/autogram_core/,PARTIAL
Spec v4.6::REC-003,AUD-V46-ALB-001,Spec v4.6,v4.6,Explicit specification requirement case REC-003 extracted from Spec v4.6,System must enforce contract rules specified under REC-003,src/core/autogram_core/,PARTIAL
Spec v4.6::REC-004,AUD-V46-ALB-001,Spec v4.6,v4.6,Explicit specification requirement case REC-004 extracted from Spec v4.6,System must enforce contract rules specified under REC-004,src/core/autogram_core/,PARTIAL
Spec v4.6::REC-005,AUD-V46-ALB-001,Spec v4.6,v4.6,Explicit specification requirement case REC-005 extracted from Spec v4.6,System must enforce contract rules specified under REC-005,src/core/autogram_core/,PARTIAL
Spec v4.6::REC-006,AUD-V46-ALB-001,Spec v4.6,v4.6,Explicit specification requirement case REC-006 extracted from Spec v4.6,System must enforce contract rules specified under REC-006,src/core/autogram_core/,PARTIAL
Spec v4.6::REC-007,AUD-V46-ALB-001,Spec v4.6,v4.6,Explicit specification requirement case REC-007 extracted from Spec v4.6,System must enforce contract rules specified under REC-007,src/core/autogram_core/,PARTIAL
Spec v4.6::MIX-001,AUD-V46-ALB-001,Spec v4.6,v4.6,Explicit specification requirement case MIX-001 extracted from Spec v4.6,System must enforce contract rules specified under MIX-001,src/core/autogram_core/,PARTIAL
Spec v4.6::MIX-002,AUD-V46-ALB-001,Spec v4.6,v4.6,Explicit specification requirement case MIX-002 extracted from Spec v4.6,System must enforce contract rules specified under MIX-002,src/core/autogram_core/,PARTIAL
Spec v4.6::MIX-003,AUD-V46-ALB-001,Spec v4.6,v4.6,Explicit specification requirement case MIX-003 extracted from Spec v4.6,System must enforce contract rules specified under MIX-003,src/core/autogram_core/,PARTIAL
Spec v4.6::MIX-004,AUD-V46-ALB-001,Spec v4.6,v4.6,Explicit specification requirement case MIX-004 extracted from Spec v4.6,System must enforce contract rules specified under MIX-004,src/core/autogram_core/,PARTIAL
Spec v4.6::MIX-005,AUD-V46-ALB-001,Spec v4.6,v4.6,Explicit specification requirement case MIX-005 extracted from Spec v4.6,System must enforce contract rules specified under MIX-005,src/core/autogram_core/,PARTIAL
Spec v4.6::MIX-006,AUD-V46-ALB-001,Spec v4.6,v4.6,Explicit specification requirement case MIX-006 extracted from Spec v4.6,System must enforce contract rules specified under MIX-006,src/core/autogram_core/,PARTIAL
Spec v4.6::MIX-007,AUD-V46-ALB-001,Spec v4.6,v4.6,Explicit specification requirement case MIX-007 extracted from Spec v4.6,System must enforce contract rules specified under MIX-007,src/core/autogram_core/,PARTIAL
Spec v4.6::MIX-008,AUD-V46-ALB-001,Spec v4.6,v4.6,Explicit specification requirement case MIX-008 extracted from Spec v4.6,System must enforce contract rules specified under MIX-008,src/core/autogram_core/,PARTIAL
Spec v4.6::FAIL-001,AUD-V45-RATE-001,Spec v4.6,v4.6,Explicit specification requirement case FAIL-001 extracted from Spec v4.6,System must enforce contract rules specified under FAIL-001,src/core/autogram_core/,PARTIAL
Spec v4.6::FAIL-002,AUD-V45-RATE-001,Spec v4.6,v4.6,Explicit specification requirement case FAIL-002 extracted from Spec v4.6,System must enforce contract rules specified under FAIL-002,src/core/autogram_core/,PARTIAL
Spec v4.6::FAIL-003,AUD-V45-RATE-001,Spec v4.6,v4.6,Explicit specification requirement case FAIL-003 extracted from Spec v4.6,System must enforce contract rules specified under FAIL-003,src/core/autogram_core/,PARTIAL
Spec v4.6::FAIL-004,AUD-V45-RATE-001,Spec v4.6,v4.6,Explicit specification requirement case FAIL-004 extracted from Spec v4.6,System must enforce contract rules specified under FAIL-004,src/core/autogram_core/,PARTIAL
Spec v4.6::FAIL-005,AUD-V45-RATE-001,Spec v4.6,v4.6,Explicit specification requirement case FAIL-005 extracted from Spec v4.6,System must enforce contract rules specified under FAIL-005,src/core/autogram_core/,PARTIAL
Spec v4.6::FAIL-006,AUD-V45-RATE-001,Spec v4.6,v4.6,Explicit specification requirement case FAIL-006 extracted from Spec v4.6,System must enforce contract rules specified under FAIL-006,src/core/autogram_core/,PARTIAL
Spec v4.6::FAIL-007,AUD-V45-RATE-001,Spec v4.6,v4.6,Explicit specification requirement case FAIL-007 extracted from Spec v4.6,System must enforce contract rules specified under FAIL-007,src/core/autogram_core/,PARTIAL
Spec v4.6::FAIL-008,AUD-V45-RATE-001,Spec v4.6,v4.6,Explicit specification requirement case FAIL-008 extracted from Spec v4.6,System must enforce contract rules specified under FAIL-008,src/core/autogram_core/,PARTIAL
Spec v4.6::FAIL-009,AUD-V45-RATE-001,Spec v4.6,v4.6,Explicit specification requirement case FAIL-009 extracted from Spec v4.6,System must enforce contract rules specified under FAIL-009,src/core/autogram_core/,PARTIAL
Spec v4.6::FAIL-010,AUD-V45-RATE-001,Spec v4.6,v4.6,Explicit specification requirement case FAIL-010 extracted from Spec v4.6,System must enforce contract rules specified under FAIL-010,src/core/autogram_core/,PARTIAL
Spec v4.6::CTX-001,AUD-V46-ALB-001,Spec v4.6,v4.6,Explicit specification requirement case CTX-001 extracted from Spec v4.6,System must enforce contract rules specified under CTX-001,src/core/autogram_core/,PARTIAL
Spec v4.6::CTX-002,AUD-V46-ALB-001,Spec v4.6,v4.6,Explicit specification requirement case CTX-002 extracted from Spec v4.6,System must enforce contract rules specified under CTX-002,src/core/autogram_core/,PARTIAL
Spec v4.6::CTX-003,AUD-V46-ALB-001,Spec v4.6,v4.6,Explicit specification requirement case CTX-003 extracted from Spec v4.6,System must enforce contract rules specified under CTX-003,src/core/autogram_core/,PARTIAL
Spec v4.6::CTX-004,AUD-V46-ALB-001,Spec v4.6,v4.6,Explicit specification requirement case CTX-004 extracted from Spec v4.6,System must enforce contract rules specified under CTX-004,src/core/autogram_core/,PARTIAL
Spec v4.6::CTX-005,AUD-V46-ALB-001,Spec v4.6,v4.6,Explicit specification requirement case CTX-005 extracted from Spec v4.6,System must enforce contract rules specified under CTX-005,src/core/autogram_core/,PARTIAL
Spec v4.6::CTX-006,AUD-V46-ALB-001,Spec v4.6,v4.6,Explicit specification requirement case CTX-006 extracted from Spec v4.6,System must enforce contract rules specified under CTX-006,src/core/autogram_core/,PARTIAL
Spec v4.6::CTX-007,AUD-V46-ALB-001,Spec v4.6,v4.6,Explicit specification requirement case CTX-007 extracted from Spec v4.6,System must enforce contract rules specified under CTX-007,src/core/autogram_core/,PARTIAL
Spec v4.6::CTX-008,AUD-V46-ALB-001,Spec v4.6,v4.6,Explicit specification requirement case CTX-008 extracted from Spec v4.6,System must enforce contract rules specified under CTX-008,src/core/autogram_core/,PARTIAL
Spec v4.6::DUP-001,AUD-V46-ALB-001,Spec v4.6,v4.6,Explicit specification requirement case DUP-001 extracted from Spec v4.6,System must enforce contract rules specified under DUP-001,src/core/autogram_core/,PARTIAL
Spec v4.6::DUP-002,AUD-V46-ALB-001,Spec v4.6,v4.6,Explicit specification requirement case DUP-002 extracted from Spec v4.6,System must enforce contract rules specified under DUP-002,src/core/autogram_core/,PARTIAL
Spec v4.6::DUP-003,AUD-V46-ALB-001,Spec v4.6,v4.6,Explicit specification requirement case DUP-003 extracted from Spec v4.6,System must enforce contract rules specified under DUP-003,src/core/autogram_core/,PARTIAL
Spec v4.6::CAP-001,AUD-V41-CAP-001,Spec v4.6,v4.6,Explicit specification requirement case CAP-001 extracted from Spec v4.6,System must enforce contract rules specified under CAP-001,src/core/autogram_core/,PARTIAL
Spec v4.6::CAP-002,AUD-V41-CAP-001,Spec v4.6,v4.6,Explicit specification requirement case CAP-002 extracted from Spec v4.6,System must enforce contract rules specified under CAP-002,src/core/autogram_core/,PARTIAL
Spec v4.6::CAP-003,AUD-V41-CAP-001,Spec v4.6,v4.6,Explicit specification requirement case CAP-003 extracted from Spec v4.6,System must enforce contract rules specified under CAP-003,src/core/autogram_core/,PARTIAL
Spec v4.6::OVR-001,AUD-V46-ALB-001,Spec v4.6,v4.6,Explicit specification requirement case OVR-001 extracted from Spec v4.6,System must enforce contract rules specified under OVR-001,src/core/autogram_core/,PARTIAL
Spec v4.6::OVR-002,AUD-V46-ALB-001,Spec v4.6,v4.6,Explicit specification requirement case OVR-002 extracted from Spec v4.6,System must enforce contract rules specified under OVR-002,src/core/autogram_core/,PARTIAL
Spec v4.6::OVR-003,AUD-V46-ALB-001,Spec v4.6,v4.6,Explicit specification requirement case OVR-003 extracted from Spec v4.6,System must enforce contract rules specified under OVR-003,src/core/autogram_core/,PARTIAL
Spec v4.6::OVR-004,AUD-V46-ALB-001,Spec v4.6,v4.6,Explicit specification requirement case OVR-004 extracted from Spec v4.6,System must enforce contract rules specified under OVR-004,src/core/autogram_core/,PARTIAL
Spec v4.6::RATE-001,AUD-V45-RATE-001,Spec v4.6,v4.6,Explicit specification requirement case RATE-001 extracted from Spec v4.6,System must enforce contract rules specified under RATE-001,src/core/autogram_core/,PARTIAL
Spec v4.6::RATE-002,AUD-V45-RATE-001,Spec v4.6,v4.6,Explicit specification requirement case RATE-002 extracted from Spec v4.6,System must enforce contract rules specified under RATE-002,src/core/autogram_core/,PARTIAL
Spec v4.6::RATE-003,AUD-V45-RATE-001,Spec v4.6,v4.6,Explicit specification requirement case RATE-003 extracted from Spec v4.6,System must enforce contract rules specified under RATE-003,src/core/autogram_core/,PARTIAL
Spec v4.6::AI-001,AUD-V46-ALB-001,Spec v4.6,v4.6,Explicit specification requirement case AI-001 extracted from Spec v4.6,System must enforce contract rules specified under AI-001,src/core/autogram_core/,PARTIAL
Spec v4.6::AI-002,AUD-V46-ALB-001,Spec v4.6,v4.6,Explicit specification requirement case AI-002 extracted from Spec v4.6,System must enforce contract rules specified under AI-002,src/core/autogram_core/,PARTIAL
Spec v4.6::AI-003,AUD-V46-ALB-001,Spec v4.6,v4.6,Explicit specification requirement case AI-003 extracted from Spec v4.6,System must enforce contract rules specified under AI-003,src/core/autogram_core/,PARTIAL
Spec v4.6::AI-004,AUD-V46-ALB-001,Spec v4.6,v4.6,Explicit specification requirement case AI-004 extracted from Spec v4.6,System must enforce contract rules specified under AI-004,src/core/autogram_core/,PARTIAL
Spec v4.6::AI-005,AUD-V46-ALB-001,Spec v4.6,v4.6,Explicit specification requirement case AI-005 extracted from Spec v4.6,System must enforce contract rules specified under AI-005,src/core/autogram_core/,PARTIAL
Spec v4.7::ENC-001,AUD-V47-ENC-001,Spec v4.7,v4.7,Explicit specification requirement case ENC-001 extracted from Spec v4.7,System must enforce contract rules specified under ENC-001,src/core/autogram_core/,PARTIAL
Spec v4.7::ENC-002,AUD-V47-ENC-001,Spec v4.7,v4.7,Explicit specification requirement case ENC-002 extracted from Spec v4.7,System must enforce contract rules specified under ENC-002,src/core/autogram_core/,PARTIAL
Spec v4.7::ENC-003,AUD-V47-ENC-001,Spec v4.7,v4.7,Explicit specification requirement case ENC-003 extracted from Spec v4.7,System must enforce contract rules specified under ENC-003,src/core/autogram_core/,PARTIAL
Spec v4.7::ENC-004,AUD-V47-ENC-001,Spec v4.7,v4.7,Explicit specification requirement case ENC-004 extracted from Spec v4.7,System must enforce contract rules specified under ENC-004,src/core/autogram_core/,PARTIAL
Spec v4.7::ENC-005,AUD-V47-ENC-001,Spec v4.7,v4.7,Explicit specification requirement case ENC-005 extracted from Spec v4.7,System must enforce contract rules specified under ENC-005,src/core/autogram_core/,PARTIAL
Spec v4.7::ENC-006,AUD-V47-ENC-001,Spec v4.7,v4.7,Explicit specification requirement case ENC-006 extracted from Spec v4.7,System must enforce contract rules specified under ENC-006,src/core/autogram_core/,PARTIAL
Spec v4.7::ENC-007,AUD-V47-ENC-001,Spec v4.7,v4.7,Explicit specification requirement case ENC-007 extracted from Spec v4.7,System must enforce contract rules specified under ENC-007,src/core/autogram_core/,PARTIAL
